"","OysterID","SampleEventID","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","DataStatus","DateEntered","EnteredBy","DateProofed","ProofedBy","DateCompleted","CompletedBy","OldSampleNumber","Comments","AdminNotes"
"5413","ABCC2212-06","ABCOLL_20221205_1_0007_1",88.17,50.93,44.55,149.88,1.03,16,123.79,4.06,116.35,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5414","ABCC2212-07","ABCOLL_20221205_1_0007_1",100.58,58.5,27.68,108.18,1.01,16.65,87.27,3.91,79.23,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5415","ABCC2212-08","ABCOLL_20221205_1_0007_1",78.65,62.96,39.38,133.3,0.99,12.35,112.51,3.43,106.8,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5416","ABCC2212-09","ABCOLL_20221205_1_0011_1",94.44,61.93,35.98,168.34,0.98,17.97,145.59,4.27,134.96,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5417","ABCC2212-10","ABCOLL_20221205_1_0011_1",80.9,43.42,22.64,53.04,0.98,11.67,37.02,2.71,32.85,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5418","ABCC2212-11","ABCOLL_20221205_1_0011_1",87.69,74.3,33.2,173.88,0.99,17.79,150.12,3.8,143.59,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5419","ABCC2212-12","ABCOLL_20221205_1_0011_1",81.44,55.83,32.86,104.98,1.01,13.39,87.13,3.12,79.92,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5420","ABCC2212-13","ABCOLL_20221205_1_0011_1",65.9,42.19,24.5,47.5,1,8.41,35.58,2.45,32.41,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5421","ABCC2212-14","ABCOLL_20221205_1_0011_1",76.9,57.27,30.53,87.59,0.99,13.99,69.65,2.93,66.23,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5422","ABCC2212-15","ABCOLL_20221205_1_0011_1",81.39,62.81,39.06,130.21,1,14.74,108.86,3.45,100.92,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5423","ABCC2212-16","ABCOLL_20221205_1_0011_1",92.92,64.84,47.31,221.8,2.32,27.39,177.47,6.5,159.64,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5424","ABCC2212-17","ABCOLL_20221205_1_0024_1",76.62,68.17,33.82,84.65,1.01,11.42,67.9,2.93,64.3,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5425","ABCC2212-18","ABCOLL_20221205_1_0024_1",69.33,48.03,24.53,53.78,0.99,7.61,42.83,2.36,41.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5426","ABCC2212-19","ABCOLL_20221205_1_0024_1",70.2,59.62,27.38,76.15,1.02,8.95,60.17,2.42,56.9,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5427","ABCC2212-20","ABCOLL_20221205_1_0024_1",74.71,47.29,28.1,66.7,1,9.19,55.58,2.47,52.1,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5428","ABCC2212-21","ABCOLL_20221205_1_0024_1",69.5,49.08,31.8,63.69,0.99,8.47,53.67,2.36,50.53,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5429","ABCC2212-22","ABCOLL_20221205_1_0024_1",76.65,51.88,33.1,86.32,1,7.94,74.62,2.34,70.96,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5430","ABCC2212-23","ABCOLL_20221205_1_0024_1",72.19,55.7,30.44,77.93,1.01,10.18,64.53,2.59,61.59,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5431","ABCC2212-24","ABCOLL_20221205_1_0024_1",67.27,46.83,31.8,79.1,1,9.82,65.84,2.45,63.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5432","ABCC2212-25","ABCOLL_20221205_1_0024_1",67.54,50.16,31.37,66.08,1,7.22,53.64,1.9,50.47,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5433","ABEC2110-01","ABCOLL_20211004_1_0091_1",86.32,59.12,44.89,181.28,1.07,19.67,147.53,3.1,131.52,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5434","ABEC2110-02","ABCOLL_20211004_1_0091_1",78.67,53.97,37.43,120.08,1.06,12.13,99.85,2.91,90.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5435","ABEC2110-03","ABCOLL_20211004_1_0091_1",80.57,67.92,39.84,149.91,1.08,19.22,119.35,3.9,105.87,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5436","ABEC2110-04","ABCOLL_20211004_1_0091_1",85.05,66.24,46.61,175.78,1.06,15.76,139.1,2.57,123.36,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5437","ABEC2110-05","ABCOLL_20211004_1_0091_1",84.13,74.85,43.77,220.5,1.05,24.16,179.65,4.68,156.47,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5438","ABEC2110-06","ABCOLL_20211004_1_0091_1",69.18,50.27,30.13,75.39,1.06,9.39,61.06,2.38,59.32,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5439","ABEC2110-07","ABCOLL_20211004_1_0091_1",70.68,61.43,40.53,134.46,1.03,12.3,114.28,2.74,104.02,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5440","ABEC2110-08","ABCOLL_20211004_1_0091_1",82.29,58.78,43.23,147.22,1.06,16.9,120.51,3.4,111.07,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5441","ABEC2110-09","ABCOLL_20211004_1_0091_1",73.15,45.49,34.42,84.14,1.06,8.69,72.75,2.4,67.58,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5442","ABEC2110-10","ABCOLL_20211004_1_0096_1",45.93,52.98,28.08,64.02,1.07,8.08,54.15,2.05,47.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellLength outside expected range",NA
"5443","ABEC2110-11","ABCOLL_20211004_1_0096_1",62.68,50.95,29.32,80.87,1.07,7.07,67.92,2.15,59.84,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5444","ABEC2110-12","ABCOLL_20211004_1_0096_1",59.6,44.29,29.14,64.55,1.07,6.67,53.2,2.11,49.06,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5445","ABEC2110-13","ABCOLL_20211004_1_0096_1",55.96,45.27,23.91,53.12,1.06,5.11,46.08,1.79,41.93,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5446","ABEC2110-14","ABCOLL_20211004_1_0096_1",56.18,55.77,29.96,62.11,1.07,6.59,49.5,2.1,44.02,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5447","ABEC2110-15","ABCOLL_20211004_1_0096_1",64.81,54.84,32.94,88.02,1.05,7.88,73.05,2.1,68.27,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5448","ABEC2110-16","ABCOLL_20211004_1_0096_1",60.61,39.25,29.56,56.28,1.07,5.98,45.64,1.94,41.87,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5449","ABEC2110-17","ABCOLL_20211004_1_0096_1",60.75,42.23,33.25,71.48,1.07,7.16,59.73,2.01,57.36,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5450","ABEC2110-18","ABCOLL_20211004_1_0102_1",57.76,46.98,30.6,73.79,1.06,6.61,64.14,2.07,60.3,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5451","ABEC2110-19","ABCOLL_20211004_1_0102_1",64.69,50.39,29.73,65.12,1.06,7.97,49.43,2.18,45.69,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5452","ABEC2110-20","ABCOLL_20211004_1_0102_1",64.13,55.12,25.72,54.63,1.06,8.04,39.43,2.27,34.82,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5453","ABEC2110-21","ABCOLL_20211004_1_0102_1",62.23,46.76,30.39,73.97,1.05,6.27,63.42,2.02,57.9,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5454","ABEC2110-22","ABCOLL_20211004_1_0102_1",70.53,54.19,26.87,79.11,1.05,12.26,59.1,2.73,55.25,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5455","ABEC2110-23","ABCOLL_20211004_1_0102_1",74.42,49.88,32.49,90.16,1.05,10.17,69.98,2.6,64.23,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5456","ABEC2110-24","ABCOLL_20211004_1_0102_1",69.95,48.45,29.76,76.77,1.07,8.92,64.08,2.37,60.97,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5457","ABEC2110-25","ABCOLL_20211004_1_0102_1",54.25,43.28,29.46,66.64,1.07,6.69,56.81,2.12,52.59,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5458","ABEC2111-01","ABCOLL_20211101_1_0091_1",68.55,60.21,37.15,124.16,1.06,12.67,100.83,2.19,92.86,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5459","ABEC2111-02","ABCOLL_20211101_1_0091_1",86.36,60.17,35.74,130.23,1.05,16.38,108.07,2.97,101.21,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5460","ABEC2111-03","ABCOLL_20211101_1_0091_1",76.46,56.32,31.9,114.28,1.05,10.74,97.84,2.27,90.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5461","ABEC2111-04","ABCOLL_20211101_1_0091_1",54.5,40.2,20.3,45.22,1.06,7.18,35.95,2.05,33.86,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5462","ABEC2111-05","ABCOLL_20211101_1_0091_1",66.4,58.1,33.5,93.14,1.05,12.07,71.57,2.56,65.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5463","ABEC2111-06","ABCOLL_20211101_1_0091_1",65.6,54.9,48.8,101.01,1.04,14.05,78.93,2.34,69.78,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5464","ABEC2111-07","ABCOLL_20211101_1_0091_1",96.6,68.2,44.3,216.35,1.05,21.23,168.04,2.81,145.01,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5465","ABEC2111-08","ABCOLL_20211101_1_0091_1",74,53.2,41.6,147.18,1.06,10.27,125.05,2.2,110.75,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5466","ABEC2111-09","ABCOLL_20211101_1_0091_1",69.8,51.9,32.9,84.36,1.06,12.42,69.1,2.71,62.17,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5467","ABEC2111-10","ABCOLL_20211101_1_0096_1",65.53,45.77,33.83,64.66,1.06,8.81,52.59,2.18,46.73,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5468","ABEC2111-11","ABCOLL_20211101_1_0096_1",67.04,54.72,29.49,89.52,1.07,8.31,76.67,2.35,72.69,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5469","ABEC2111-12","ABCOLL_20211101_1_0096_1",47.61,44.03,28.03,33.83,1.07,5.43,26.53,1.86,24.96,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5470","ABEC2111-13","ABCOLL_20211101_1_0096_1",52.86,39.35,27.98,54.6,1.05,8.03,44.42,2.06,41.13,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5471","ABEC2111-14","ABCOLL_20211101_1_0096_1",86.48,61.78,42.42,159.82,1.06,15.6,129.82,3,115.52,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5472","ABEC2111-15","ABCOLL_20211101_1_0096_1",60.56,40.55,25.23,47.83,1.07,7.58,38.56,2.04,34.85,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5473","ABEC2111-16","ABCOLL_20211101_1_0096_1",79.06,58.04,40.66,125.64,1.07,14.34,102.09,3.13,90.34,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5474","ABEC2111-17","ABCOLL_20211101_1_0096_1",64.36,57.32,32.95,80.79,1.07,8.84,65.82,2.1,56.97,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5475","ABEC2111-18","ABCOLL_20211101_1_0102_1",71.01,37.05,22.38,65.5,1.06,7.41,51.96,2.01,49.65,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5476","ABEC2111-19","ABCOLL_20211101_1_0102_1",59.59,51.3,24,54.85,1.05,7.02,43.66,2,42.14,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5477","ABEC2111-20","ABCOLL_20211101_1_0102_1",48.54,44.35,20.57,31.81,1.07,5.32,22.97,1.72,20.63,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5478","ABEC2111-21","ABCOLL_20211101_1_0102_1",69.61,64.99,29.64,131.63,1.06,15.18,108.1,2.68,98.22,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5479","ABEC2111-22","ABCOLL_20211101_1_0102_1",62.74,48.92,26.18,57.29,1.08,7.63,48.25,2.13,45.36,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5480","ABEC2111-23","ABCOLL_20211101_1_0102_1",63.24,56.15,24,68.18,1.07,8.79,52.86,2.44,50.89,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5481","ABEC2111-24","ABCOLL_20211101_1_0102_1",60.51,46.38,24.63,61.83,1.07,6.17,51.4,2.06,48.02,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5482","ABEC2111-25","ABCOLL_20211101_1_0102_1",47.78,38.18,18.6,24.5,1.07,4.29,19.22,1.71,17.84,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5483","ABEC2112-01","ABCOLL_20211202_1_0091_1",75.91,68.72,32.25,124.01,1.07,16.65,104.46,3.4,97.24,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5484","ABEC2112-02","ABCOLL_20211202_1_0091_1",71.97,58.95,33.98,106.42,1.07,12.65,89.37,2.92,81.5,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5485","ABEC2112-03","ABCOLL_20211202_1_0091_1",74.5,61.82,44.38,119.24,1.07,11.77,90.7,2.1,80.38,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5486","ABEC2112-04","ABCOLL_20211202_1_0091_1",63.09,40.8,34.09,64.75,1.07,8.66,54.89,2.31,51.63,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5487","ABEC2112-05","ABCOLL_20211202_1_0091_1",76.99,58.09,38.37,114.71,1.05,13.91,94.31,2.96,84.5,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5488","ABEC2112-06","ABCOLL_20211202_1_0091_1",82.24,62.29,41.85,135.92,1.05,17.99,106.37,3.24,94.92,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5489","ABEC2112-07","ABCOLL_20211202_1_0091_1",73.82,71.48,40.38,145.34,1.05,16.07,118.5,2.52,106.46,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5490","ABEC2112-08","ABCOLL_20211202_1_0091_1",56.12,53.43,30.72,57.42,1.03,8.02,47.65,2.33,45.03,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5491","ABEC2112-09","ABCOLL_20211202_1_0091_1",73.21,59.64,38.96,103.5,1.05,15.65,82.99,2.98,75.32,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5492","ABEC2112-10","ABCOLL_20211202_1_0096_1",72.06,54.14,34.75,102.19,1.05,12.39,86.38,3.07,77.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5493","ABEC2112-11","ABCOLL_20211202_1_0096_1",67.05,56.38,31.89,104.63,1.04,14,84,2.78,75.8,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5494","ABEC2112-12","ABCOLL_20211202_1_0096_1",52.04,42.84,27.86,43.89,1.07,6.03,37.03,1.84,33.1,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5495","ABEC2112-13","ABCOLL_20211202_1_0096_1",48.52,40.61,24.71,41.72,1.07,6.07,36.14,1.88,34.12,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5496","ABEC2112-14","ABCOLL_20211202_1_0096_1",50.18,41.57,24.26,30.94,1.07,5.23,26.11,1.8,24.93,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5497","ABEC2112-15","ABCOLL_20211202_1_0096_1",53.25,45.48,20.78,33.51,1.07,4.89,24.27,1.58,22.75,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5498","ABEC2112-16","ABCOLL_20211202_1_0096_1",46.9,33.46,24.96,30.74,1.06,5.19,25.33,1.75,24.38,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5499","ABEC2112-17","ABCOLL_20211202_1_0102_1",59.69,55.45,32.52,66.74,1.06,9.13,54.19,2.7,49.28,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5500","ABEC2112-18","ABCOLL_20211202_1_0102_1",55.05,44.32,19.69,33.28,1.07,4.94,27.08,1.74,24.5,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5501","ABEC2112-19","ABCOLL_20211202_1_0102_1",75.29,51.13,31.56,90.81,1.06,9.58,81.01,2.21,72.77,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5502","ABEC2112-20","ABCOLL_20211202_1_0102_1",58.95,49.92,33.46,65.09,1.07,11.31,48.76,2.84,44.61,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5503","ABEC2112-21","ABCOLL_20211202_1_0102_1",69.47,58.66,25.74,80.74,1.06,7.7,66.94,2.27,60.38,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5504","ABEC2112-22","ABCOLL_20211202_1_0102_1",73.84,44.24,33.8,88.8,1.06,13.68,71.81,3.49,65.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5505","ABEC2112-23","ABCOLL_20211202_1_0102_1",69.3,61.53,41.12,117.47,1.07,12.7,95.27,3.04,83.71,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5506","ABEC2112-24","ABCOLL_20211202_1_0102_1",71.22,59.9,34.33,91.3,1.06,10.09,77.76,2.4,70.24,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5507","ABEC2112-25","ABCOLL_20211202_1_0102_1",63.08,60.75,26.29,56.94,1.06,7.42,44.38,2.26,40,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5508","ABEC2201-01","ABCOLL_20220104_1_0091_1",58.8,45.89,31.32,65.87,0.98,8.99,56.26,2.36,52.15,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5509","ABEC2201-02","ABCOLL_20220104_1_0091_1",77.97,64.83,40.64,114.9,0.98,22.46,88.64,4.04,78.94,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5510","ABEC2201-03","ABCOLL_20220104_1_0091_1",70.15,70.69,35.56,104.03,0.98,11.72,90.22,2.99,84.82,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,"ShellLength outside expected range",NA
"5511","ABEC2201-04","ABCOLL_20220104_1_0091_1",72.17,61.45,35.93,108.92,0.97,15.31,88.22,2.95,80.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5512","ABEC2201-05","ABCOLL_20220104_1_0091_1",80.17,68,33.4,131.01,1.01,17.07,107.76,2.63,102.4,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5513","ABEC2201-06","ABCOLL_20220104_1_0091_1",71.91,59.59,36.89,109.76,1,16.59,89.97,3.63,81.7,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5514","ABEC2201-07","ABCOLL_20220104_1_0091_1",81.25,56.81,37.03,125.45,1,18.5,101.52,3.57,91.21,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5515","ABEC2201-08","ABCOLL_20220104_1_0091_1",78.27,69.79,37.89,115.92,1,12.24,98.98,2.68,92.28,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5516","ABEC2201-09","ABCOLL_20220104_1_0091_1",85.34,63.21,35.05,129.11,1,16.83,107.95,3.6,97.36,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5517","ABEC2201-10","ABCOLL_20220104_1_0096_1",79.71,69.02,36,98.61,0.98,15.66,76.42,3.71,70.31,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5518","ABEC2201-11","ABCOLL_20220104_1_0096_1",62.55,49.63,31.21,68.73,0.99,11.94,55.57,2.81,51.76,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5519","ABEC2201-12","ABCOLL_20220104_1_0096_1",61.51,49.6,26.12,64.1,0.99,10.46,50.91,2.49,48.16,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5520","ABEC2201-13","ABCOLL_20220104_1_0096_1",79.62,58.53,36.54,101.24,1,12.28,84.68,2.95,79.21,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5521","ABEC2201-14","ABCOLL_20220104_1_0096_1",59.86,51.64,34.68,66.13,0.99,10.31,53.26,2.29,49.08,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5522","ABEC2201-15","ABCOLL_20220104_1_0096_1",61.39,50.26,38.1,78.95,0.99,10.11,65.49,2.38,58.94,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5523","ABEC2201-16","ABCOLL_20220104_1_0096_1",81.34,56.49,42.03,124.07,0.98,12.7,105.9,2.98,94.21,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5524","ABEC2201-17","ABCOLL_20220104_1_0096_1",72.8,54.15,34.85,92.3,0.99,14.01,76.52,2.63,69.6,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5525","ABEC2201-18","ABCOLL_20220104_1_0096_1",92.03,65.7,41.76,155.19,0.99,18.41,135.19,3.43,118.58,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5526","ABEC2201-19","ABCOLL_20220104_1_0096_1",79.87,65.16,34.63,134.55,0.98,16.61,110.37,3.7,100.05,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5527","ABEC2201-20","ABCOLL_20220104_1_0102_1",58.26,53.54,18.31,44.55,1,8.56,34.58,2.28,32.64,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5528","ABEC2201-21","ABCOLL_20220104_1_0102_1",55.21,33.87,23.1,29.55,1,5.46,23.61,1.84,21.2,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5529","ABEC2201-22","ABCOLL_20220104_1_0102_1",59.13,44.27,26.16,44.13,0.99,7.37,35.51,2.16,33.75,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5530","ABEC2201-23","ABCOLL_20220104_1_0102_1",67.6,41.56,22.49,34.85,0.95,7.72,24.61,2.13,21.62,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5531","ABEC2201-24","ABCOLL_20220104_1_0102_1",59.3,46.06,31.1,43.23,0.95,7.2,33.24,1.93,31.78,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
"5532","ABEC2201-25","ABCOLL_20220104_1_0102_1",64.18,54.52,30.49,50.13,0.96,9.34,38.5,2.45,35.57,"Completed",NA,NA,NA,NA,"2024-02-16 00:00:00","Matthew Davis",NA,NA,NA
